			F0	F0	F1	F1	GEN
W83	2.857142857142857	14	12.891072497247432	10.307218197228549	56.77116613213561	6.2700050421558515	2.1358473783412224
W84	2.857142857142857	14	13.041867365588535	10.435626052643658	57.38487256895056	6.3449359735658035	2.173955371900976
W85	2.857142857142857	14	13.192579264834734	10.564032761714135	57.998660129930954	6.4198761730408	2.2120650443258008
W86	2.857142857142857	14	13.343457924723038	10.692434401120305	58.61228922648236	6.4948236723680965	2.250176790998241
W87	2.857142857142857	14	13.494171037882351	10.820836610970524	59.22607871519553	6.569780122239709	2.288289960683274
W88	2.857142857142857	14	13.645065209191465	10.949234022316729	59.83969580457048	6.64474293695627	2.3264051152162395
W89	2.857142857142857	14	13.795724214890793	11.077632803617071	60.45353994126792	6.719715159218094	2.3645214546075066
W90	2.857142857142857	14	13.946447717029612	11.206028570662426	61.06732353099859	6.794694229510955	2.402639472035233
W91	2.857142857142857	14	14.097283528051245	11.33442007115687	61.68100053793254	6.869680188313835	2.440759184225208
W92	2.857142857142857	14	14.24789932734473	11.462814314055265	62.294890124541276	6.9446732492325784	2.478880004626626
W93	2.857142857142857	14	14.398673000734892	11.591203001984978	62.90862930094443	7.019673148822723	2.5170024977403833
W94	2.857142857142857	14	14.549541867095716	11.719589857584571	63.52227820158605	7.094677344036981	2.555126544099945
W95	2.857142857142857	14	14.700193205808214	11.847977679419344	64.13613715323433	7.1696900756816335	2.5932515536978102
W96	2.857142857142857	14	14.850883804371529	11.976362742016411	64.74995954833791	7.244709066485244	2.6313779280248077
W97	2.857142857142857	14	15.001674447364595	12.104746291733413	65.36368690298646	7.319731473888013	2.6695057424365602
W98	2.857142857142857	14	15.15234663544291	12.233128761728222	65.9775290596036	7.394761909551796	2.707634575265292
W99	2.857142857142857	14	15.303103047675732	12.361508642084798	66.5912913280738	7.469796974891969	2.7457647354451504
W0	3.0612244897959187	15	0.3556081491061228	0.03055136094777266	6.190689289928353	0.22190147735705026	1.5166204319509188e-09
W1	3.0612244897959187	15	0.471231139079742	0.07153559798028049	6.815499176805124	0.3311633957103677	2.4978089916311327e-09
W2	3.0612244897959187	15	0.6010756644392021	0.13745019674397352	7.4293707155069875	0.42343884810561183	4.435434587842762e-09
W3	3.0612244897959187	15	0.7406992174556153	0.22653508569297043	8.035736077458012	0.5008388960145546	8.426662378312504e-09
W4	3.0612244897959187	15	0.8866129243083383	0.33223675056172464	8.637498753891734	0.5684098546979894	1.502943098532227e-08
W5	3.0612244897959187	15	1.0364169048172616	0.4476488633605588	9.23668897392284	0.6308869579194767	3.110845898845391e-08
W6	3.0612244897959187	15	1.1883980544677333	0.5678841240352657	9.83474746350221	0.6914932228729218	6.203867768054469e-08
W7	3.0612244897959187	15	1.3414756036405522	0.6901498193457605	10.432536520004104	0.7520081797159927	1.1657534182157117e-07
W8	3.0612244897959187	15	1.4951724575896965	0.8130369716253747	11.030389578510418	0.8132638351877431	2.4172752443357017e-07
W9	3.0612244897959187	15	1.6490584235514192	0.9358853185784086	11.628599773338129	0.875587599580838	4.910057340198172e-07
W10	3.0612244897959187	15	1.802878846426384	1.0584177664833423	12.227316111538142	0.9390491028561774	9.669045618451419e-07
W11	3.0612244897959187	15	1.9566571693455064	1.1805437073360092	12.826448461620028	1.0035945911392423	2.0068900236725587e-06
W12	3.0612244897959187	15	2.110260275282599	1.3022538167844684	13.426061054916486	1.069131175512173	4.149895597526633e-06
W13	3.0612244897959187	15	2.2636747257376015	1.4235762904746498	14.026118085230175	1.1355506343191952	8.625039294098584e-06
W14	3.0612244897959187	15	2.416862436892177	1.5445534530325302	14.62661579315739	1.2027475049737066	1.775875856657827e-05
W15	3.0612244897959187	15	2.56979270310701	1.6652314981411354	15.22755159965925	1.270624444516873	3.597268648162587e-05
W16	3.0612244897959187	15	2.722613502432535	1.785652809774038	15.828765291418913	1.3390954915574438	7.403447095466107e-05
W17	3.0612244897959187	15	2.8751727422861766	1.9058636325913054	16.430378581607425	1.4080850164747474	0.00014902076573014258
W18	3.0612244897959187	15	3.027559627076218	2.025907906128997	17.03229974070144	1.477526631109116	0.00029785976039562546
W19	3.0612244897959187	15	3.179679004706166	2.145836278700918	17.63461674960786	1.5473631053861108	0.0005848974047729875
W20	3.0612244897959187	15	3.331832667013014	2.26570972356468	18.23707003119639	1.6175432610821012	0.0011449142587320513
W21	3.0612244897959187	15	3.4837794922682828	2.3856140716889147	18.83992307125727	1.688025650340364	0.002189292383751578
W22	3.0612244897959187	15	3.635558555664741	2.5056662266525818	19.443219096820613	1.7587773173734167	0.004081603648794308
W23	3.0612244897959187	15	3.7872874648649733	2.6260337561704947	20.046981812904605	1.8297733209020581	0.007398435638338529
W24	3.0612244897959187	15	3.9388729427133717	2.7469321157003477	20.651483447992984	1.9010033724308495	0.012927771822001484
W25	3.0612244897959187	15	4.090632934206705	2.868611432193148	21.2566605779955	1.9724676799442038	0.021650804510774144
W26	3.0612244897959187	15	4.242236053394941	2.9913154488458913	21.86304562344338	2.044175073763171	0.0345088146922335
W27	3.0612244897959187	15	4.393926968709477	3.115212340773635	22.470569499055728	2.1161308954486726	0.052183626034892065
W28	3.0612244897959187	15	4.5456668682914785	3.2403372525655856	23.07929122786508	2.1883302628840395	0.07479886200699008
W29	3.0612244897959187	15	4.697432367042986	3.3665874955976687	23.68911728997144	2.2607532487947544	0.10190974396721254
W30	3.0612244897959187	15	4.849243304261137	3.493752271185719	24.299810903848662	2.333371748929085	0.13265012469695803
W31	3.0612244897959187	15	5.001002160761866	3.6215899853594067	24.911219781385167	2.406156366814988	0.16604045255151767
W32	3.0612244897959187	15	5.152721379593491	3.749877564737848	25.523115595447646	2.479082800341772	0.2012074463520353
W33	3.0612244897959187	15	5.304356253319529	3.878441924696617	26.135376698907407	2.552134076709791	0.2374896590016172
W34	3.0612244897959187	15	5.456026416249498	4.007162110387579	26.747780971080694	2.625297183659751	0.2744437143664562
W35	3.0612244897959187	15	5.607596278334657	4.135960217908213	27.360385357666807	2.69856568454347	0.3117841555398472
W36	3.0612244897959187	15	5.758995481341614	4.264790373963894	27.973215208034407	2.771933778762552	0.34934494362018775
W37	3.0612244897959187	15	5.910561047911178	4.393624441729838	28.58593089841845	2.845392680043146	0.3870398499813323
W38	3.0612244897959187	15	6.061968357305062	4.522449326662522	29.198823674243247	2.918940553932844	0.42480906808799346
W39	3.0612244897959187	15	6.213328116874279	4.651256930155525	29.81178219233591	2.992571613297462	0.46262641018988476
W40	3.0612244897959187	15	6.364621123057693	4.780044406824777	30.424820179820536	3.0662809290668576	0.5004758218020207
W41	3.0612244897959187	15	6.515884258269678	4.908810231936408	31.03790026555705	3.1400635490305153	0.5383488083027765
W42	3.0612244897959187	15	6.667146198981898	5.037554315397064	31.650993603796195	3.213914570700424	0.5762403292973374
W43	3.0612244897959187	15	6.818300487660432	5.166277977127464	32.26419959678571	3.2878313807298936	0.6141466077404241
W44	3.0612244897959187	15	6.969479462781281	5.294981590762624	32.87739225335673	3.361807845464604	0.6520663951466501
W45	3.0612244897959187	15	7.120574752492164	5.42366654426324	33.490673371042455	3.4358422831471533	0.689997689186793
W46	3.0612244897959187	15	7.27162842435701	5.552333881875443	34.10400254579665	3.509930448795414	0.727939657534864
W47	3.0612244897959187	15	7.422716803763775	5.68098438215425	34.71730692823138	3.584067791048491	0.765891790819906
W48	3.0612244897959187	15	7.573732047664847	5.809619538472324	35.33068821230721	3.6582532547744977	0.8038529074618094
W49	3.0612244897959187	15	7.724629678507573	5.938240840260671	35.94418833723441	3.732484485662112	0.8418222746639807
W50	3.0612244897959187	15	7.875524371648194	6.066847874813081	36.557697962114716	3.8067579548640995	0.8797997732086683
W51	3.0612244897959187	15	8.026462170623839	6.195441830960758	37.171173079120756	3.881069855187117	0.9177851223985414
W52	3.0612244897959187	15	8.177388307074054	6.3240238683302525	37.78466530148473	3.9554188309183633	0.9557776743379088
W53	3.0612244897959187	15	8.328357564493034	6.452593957669931	38.39812223502418	4.029802413138184	0.9937772123317362
W54	3.0612244897959187	15	8.47924464797329	6.581153796417911	39.0116626523649	4.104220468629818	1.0317829388706412
W55	3.0612244897959187	15	8.630104779289955	6.709703626001287	39.62523383368951	4.178670415580076	1.0697947200490063
W56	3.0612244897959187	15	8.780877488069022	6.838243973246748	40.238893078330044	4.253152040702317	1.1078120429692895
W57	3.0612244897959187	15	8.931760317848767	6.966775483637525	40.8524521940805	4.327659283005823	1.1458352967174488
W58	3.0612244897959187	15	9.082561879534028	7.095298516351977	41.46609306863751	4.402195159210807	1.1838635617358537
W59	3.0612244897959187	15	9.233289319346609	7.223813617820461	42.0798087482358	4.476758116443317	1.2218966274996392
W60	3.0612244897959187	15	9.384103894011272	7.352321126014379	42.69344546950287	4.5513433649343495	1.2599347755436585
W61	3.0612244897959187	15	9.534896040989008	7.480821562299299	43.30710734914283	4.625952109441259	1.2979774334223106
W62	3.0612244897959187	15	9.685555658616378	7.6093153051996545	43.92089927090905	4.700585740702819	1.3360240756469028
W63	3.0612244897959187	15	9.836300706529952	7.73780249765808	44.53461322693046	4.775238525775891	1.3740751610152024
W64	3.0612244897959187	15	9.987062059361115	7.866283708520131	45.14831495691289	4.849910819249955	1.4121303008719954
W65	3.0612244897959187	15	10.137706579661998	7.994759321192115	45.76213139012176	4.924604663337924	1.4501889488905113
W66	3.0612244897959187	15	10.288410830802949	8.123229357250562	46.37589385658793	4.999315487346549	1.4882514406208307
W67	3.0612244897959187	15	10.439100391585532	8.251694057847894	46.989673340969546	5.074044161596006	1.5263174198086051
W68	3.0612244897959187	15	10.589765688411562	8.38015395222762	47.603478785258254	5.148789923614535	1.56438671706282
W69	3.0612244897959187	15	10.740446063633422	8.508609217935252	48.21727251829905	5.223551206494388	1.602459303187698
W70	3.0612244897959187	15	10.891093049297778	8.637059859439047	48.83110075769108	5.298328664795323	1.6405349204136974
W71	3.0612244897959187	15	11.041737908993646	8.765506174631833	49.44493352154451	5.373120862182518	1.6786135309510004
W72	3.0612244897959187	15	11.19233188369826	8.893948484675931	50.05881733954949	5.4479281932788695	1.7166949003799878
W73	3.0612244897959187	15	11.342983465941927	9.022386704448522	50.67264837819135	5.522747866371115	1.7547791862723519
W74	3.0612244897959187	15	11.49361023793591	9.15082141350559	51.28650534530992	5.597580837341021	1.7928660847903977
W75	3.0612244897959187	15	11.644218224271233	9.279252506077514	51.900382422219664	5.67242672465744	1.8309555109743754
W76	3.0612244897959187	15	11.794813566676613	9.407680151352947	52.51427365591022	5.747284892394142	1.8690473870847308
W77	3.0612244897959187	15	11.945367799736482	9.536104620674688	53.12820622949229	5.822155414138047	1.9071415615108034
W78	3.0612244897959187	15	12.0959750273108	9.66452575513478	53.74208997516452	5.897035982326331	1.9452381613722307
W79	3.0612244897959187	15	12.246524791906973	9.792944122352976	54.356030586665966	5.971928295220208	1.9833368602419967
W80	3.0612244897959187	15	12.397129406307698	9.921359465662801	54.96992043770198	6.046829742570511	2.0214378277391933
W81	3.0612244897959187	15	12.547682042294563	10.04977206953692	55.583861796326765	6.121742256464382	2.059540756013292
W82	3.0612244897959187	15	12.698243455833534	10.17818205984422	56.19779640124297	6.196664057158705	2.0976457091212564
W83	3.0612244897959187	15	12.848795904494164	10.306589610514926	56.81174119333598	6.271595148151516	2.1357525825360737
W84	3.0612244897959187	15	12.99935011287148	10.434994520105551	57.425685832933425	6.346535272513266	2.173861329877592
W85	3.0612244897959187	15	13.14985530121047	10.563397170717103	58.03967898257679	6.421484991762725	2.2119717913456967
W86	3.0612244897959187	15	13.300448396944383	10.691797351794596	58.65358925066257	6.496441160842381	2.2500841820536883
W87	3.0612244897959187	15	13.450935084916555	10.820195759672151	59.26760301120065	6.571407345330469	2.2881980638184722
W88	3.0612244897959187	15	13.60152010457123	10.948591903159338	59.88152375572408	6.646379156723149	2.3263137812851427
W89	3.0612244897959187	15	13.751988279565104	11.076986034972068	60.49555793708191	6.7213611296149915	2.3644308627978337
W90	3.0612244897959187	15	13.902482525493395	11.205378210986808	61.10956837747834	6.796349723628528	2.4025495405012474
W91	3.0612244897959187	15	14.053030056724946	11.33376827394913	61.72352889920186	6.8713443000248455	2.4406698136157066
W92	3.0612244897959187	15	14.203467294347343	11.462157001549802	62.33759649229891	6.946347724189971	2.4787913355011773
W93	3.0612244897959187	15	14.353978701068463	11.590543509705478	62.95159404772041	7.021356436840838	2.516914399931874
W94	3.0612244897959187	15	14.504532513152407	11.718928766804426	63.56555196778715	7.096370070481894	2.5550389111113665
W95	3.0612244897959187	15	14.654981620890265	11.847312182011564	64.17961154735484	7.171392498444535	2.5931645548087032
W96	3.0612244897959187	15	14.80544505243281	11.975693875538893	64.79365844275733	7.246420688041044	2.631291511955754
W97	3.0612244897959187	15	14.955953034523478	12.104074574337453	65.4076635363054	7.3214530881935636	2.669419803275745
W98	3.0612244897959187	15	15.10640510216341	12.232453323918103	66.02172336658576	7.396492871358959	2.7075492061216724
W99	3.0612244897959187	15	15.256894250333334	12.360830719350588	66.63574852879307	7.471537147609423	2.7456798545055836
W0	3.2653061224489797	16	0.310401081588361	0.023396490464842903	6.230883505781934	0.2328758057503625	1.0073524748906116e-10
W1	3.2653061224489797	16	0.4263076904696227	0.06032088368099964	6.855467121058381	0.3446503243342478	1.6473777034000435e-10
W2	3.2653061224489797	16	0.5578502404408168	0.12442619639760226	7.467869638475698	0.437151557121829	3.4241534664761933e-10
W3	3.2653061224489797	16	0.6999963051794367	0.2145009765040951	8.07202278986463	0.5129595421702827	6.393518793273852e-10
W4	3.2653061224489797	16	0.8487941867594299	0.3226598705943949	8.671232674120244	0.5780895518316602	1.3890511093705785e-09
W5	3.2653061224489797	16	1.001337854511764	0.4406049844980777	9.268006405531617	0.6382142071009682	3.062192782238723e-09
W6	3.2653061224489797	16	1.1557602663643414	0.5628560013593888	9.863926534162943	0.6969498805326779	6.260336212116178e-09
W7	3.2653061224489797	16	1.3109889375456936	0.6865616420203856	10.459852080474551	0.75610355698202	1.2764289675512551e-08
W8	3.2653061224489797	16	1.4665114784189666	0.8104294764600689	11.056138098833355	0.8164095825301926	3.0007431502580826e-08
W9	3.2653061224489797	16	1.621955673138056	0.9339345339429366	11.653021237868634	0.8780810216341826	6.984570233396146e-08
W10	3.2653061224489797	16	1.7771562071039133	1.0569058546418935	12.250566361621642	0.9410942118283374	1.6463911096723235e-07
W11	3.2653061224489797	16	1.9320044790744446	1.1793247818235666	12.84880238607201	1.0053342065025175	3.6025157702180826e-07
W12	3.2653061224489797	16	2.086591663574886	1.3012326871714177	13.447588546455194	1.0706574133699902	8.66890253860323e-07
W13	3.2653061224489797	16	2.2407856148668546	1.4226882158529952	14.046998099047993	1.1369293894749262	1.9661319890153165e-06
W14	3.2653061224489797	16	2.394685906267293	1.543753635818003	14.646902068887977	1.2040227146739997	4.593329812931471e-06
W15	3.2653061224489797	16	2.548226982498365	1.6644868798889354	15.247329299263455	1.2718288186798679	1.0324941741791162e-05
W16	3.2653061224489797	16	2.701500148863556	1.7849391124161949	15.848171584403334	1.3402519277290845	2.3305629721037096e-05
W17	3.2653061224489797	16	2.8545306608139933	1.9051568564118115	16.449385939932178	1.409210735578525	5.2610938409436034e-05
W18	3.2653061224489797	16	3.007268065236742	2.025183280268668	17.051005409249466	1.478636622323173	0.00011629529911602062
W19	3.2653061224489797	16	3.159791600057855	2.1450630597643587	17.652951755597577	1.5484683133693233	0.00025513267414044034
W20	3.2653061224489797	16	3.3121581148190224	2.2648501730980253	18.255180406142294	1.6186516130777449	0.0005535733221935028
W21	3.2653061224489797	16	3.464339758128729	2.384616260485516	18.857745916959015	1.689142528467395	0.0011758256954267695
W22	3.2653061224489797	16	3.6163561813637015	2.5044686465075534	19.460696456470913	1.759903255734467	0.002430361884643551
W23	3.2653061224489797	16	3.768213853408883	2.6245731015586884	20.06415091617747	1.8309046794096469	0.004860108740000003
W24	3.2653061224489797	16	3.9199257010545536	2.74516657117622	20.668298749948608	1.902132401493921	0.009316844693982926
W25	3.2653061224489797	16	4.0718359458510776	2.8665612871242607	21.273100937028882	1.9735793129064223	0.016979165078927203
W26	3.2653061224489797	16	4.223498759142724	2.9890675571683967	21.879265167926462	2.045267836999968	0.029067973670739274
W27	3.2653061224489797	16	4.375288999900484	3.1129289578910577	22.48666977913988	2.1172020268982172	0.046545646253951266
W28	3.2653061224489797	16	4.527221493854428	3.2381967891665684	23.095340266875706	2.1893795025867053	0.06960607367667795
W29	3.2653061224489797	16	4.679100701091973	3.3647162805310136	23.70529599559804	2.26178320644035	0.09760952555816577
W30	3.2653061224489797	16	4.830995093032775	3.492201080134247	24.31618415571811	2.334379217379655	0.12939989914782082
W31	3.2653061224489797	16	4.982844466017151	3.6203401317391313	24.92775723715448	2.4071375248248037	0.1637513304697108
W32	3.2653061224489797	16	5.134640211158812	3.748874157527257	25.539777910848944	2.480035198211679	0.19967058664320228
W33	3.2653061224489797	16	5.286354230374086	3.8776215833648404	26.15210612699714	2.553058110894196	0.23648268163329966
W34	3.2653061224489797	16	5.438043647283848	4.006470578858123	26.764588181446616	2.626195264975329	0.2737821372779951
W35	3.2653061224489797	16	5.589581266214035	4.135354840995223	27.377286658507707	2.6994433477518656	0.31133708832728824
W36	3.2653061224489797	16	5.741021844422804	4.264241416157207	27.990120932002995	2.772795002619203	0.349030408149197
W37	3.2653061224489797	16	5.8925688026818035	4.393115294897434	28.60288426464218	2.8462389737360727	0.38680380714370133
W38	3.2653061224489797	16	6.0439743954507135	4.521966039612918	29.215801088311487	2.919776402949647	0.4246211287109399
W39	3.2653061224489797	16	6.195323921336488	4.650791567200138	29.82878699239804	2.993399554535436	0.46246833029372975
W40	3.2653061224489797	16	6.346605329995296	4.77959140735414	30.44185085518566	3.067103311551082	0.5003371165300552
W41	3.2653061224489797	16	6.497853530661148	4.908366412024837	31.05495816194666	3.140881698366984	0.5382232899504458
W42	3.2653061224489797	16	6.6490690160958295	5.037117755745349	31.66810733046289	3.2147299055536256	0.5761241592423786
W43	3.2653061224489797	16	6.80020814008088	5.165846424842463	32.28133878700306	3.288644793954524	0.614037745908638
W44	3.2653061224489797	16	6.951335522645046	5.294554407610011	32.894590723931174	3.362620280089114	0.6519632088526052
W45	3.2653061224489797	16	7.1024007758855285	5.4232424566189374	33.507910314783615	3.4366542542594485	0.6898993122454886
W46	3.2653061224489797	16	7.253425838884305	5.5519122862967425	34.12127603774513	3.5107422609476155	0.727845413665558
W47	3.2653061224489797	16	7.4044493275794885	5.680565201867508	34.7346510957519	3.584880174341646	0.7658010097404085
W48	3.2653061224489797	16	7.555415046555193	5.809202054894518	35.34808807405592	3.659066425856258	0.80376526217942
W49	3.2653061224489797	16	7.706303093229529	5.937823627977478	35.96160568619404	3.733298985815801	0.8417375636088531
W50	3.2653061224489797	16	7.8571841370059765	6.066431213875762	36.57513645244817	3.807573404171319	0.8797177445650533
W51	3.2653061224489797	16	8.008065708096604	6.195026002992236	37.188672846230446	3.881886828416563	0.9177054005422077
W52	3.2653061224489797	16	8.158922857856625	6.323608612503593	37.802238233664134	3.9562378085213257	0.9557000248795616
W53	3.2653061224489797	16	8.309790601366702	6.452179896520942	38.41579902794264	4.030623429858642	0.9937013789403594
W54	3.2653061224489797	16	8.460605885489477	6.58074014199233	39.029414903837896	4.105043605927052	1.0317088807487416
W55	3.2653061224489797	16	8.61139537930949	6.709290176392612	39.64306026115799	4.179495803152313	1.069722319656378
W56	3.2653061224489797	16	8.762132092140593	6.837830231854292	40.25676057838775	4.253979348488182	1.1077413053800205
W57	3.2653061224489797	16	8.912908849246794	6.966362004952039	40.870427225006466	4.328489502073877	1.1457658994247213
W58	3.2653061224489797	16	9.063636540698399	7.094884876442251	41.48414486831158	4.403027955512779	1.1837955238665498
W59	3.2653061224489797	16	9.214318244887007	7.2233993806760335	42.097910410274906	4.477593253592472	1.2218299575499059
W60	3.2653061224489797	16	9.365031435425724	7.351906832239051	42.71164980706037	4.552181541810599	1.2598692359104744
W61	3.2653061224489797	16	9.515724613581103	7.480407058460336	43.32541197334825	4.6267933921650615	1.297912972932678
W62	3.2653061224489797	16	9.66634638865738	7.608899834109807	43.939245799553404	4.701429478170827	1.3359608097340792
W63	3.2653061224489797	16	9.816998448728127	7.7373866327688186	44.55305411406859	4.776085368148777	1.3740128837726149
W64	3.2653061224489797	16	9.967650311269079	7.865867494803799	45.166865832218015	4.850761080993191	1.4120689192562679
W65	3.2653061224489797	16	10.118238566207456	7.994342004883486	45.780741385716546	4.925457870022068	1.4501285608969443
W66	3.2653061224489797	16	10.268848392334588	8.122811375638715	46.394599303926086	5.000172037483206	1.488191908074435
W67	3.2653061224489797	16	10.419443908226787	8.251275449238538	47.00847373635179	5.074904021384322	1.5262587046896678
W68	3.2653061224489797	16	10.570038533774815	8.37973456656365	47.62235171424986	5.149652690757775	1.564328847180501
W69	3.2653061224489797	16	10.720596054015427	8.508188840353528	48.23626781259266	5.224418252547112	1.6024021083838862
W70	3.2653061224489797	16	10.871150871977516	8.636638556348556	48.850188992160525	5.2991992188000046	1.6404784535087409
W71	3.2653061224489797	16	11.021699337229188	8.765084015709272	49.464118660397006	5.373994937647953	1.6785577555651146
W72	3.2653061224489797	16	11.172217766640468	8.89352512988464	50.07807938430783	5.448805637516409	1.7166398388088908
W73	3.2653061224489797	16	11.322756571229325	9.021962588786044	50.692022843652715	5.5236290946339555	1.7547247281269696
W74	3.2653061224489797	16	11.473278546063451	9.150396267229944	51.305984549434925	5.598465923174934	1.7928122252393246
W75	3.2653061224489797	16	11.623786218210222	9.278826269239097	51.91996201368615	5.6733156161059926	1.8309022396523302
W76	3.2653061224489797	16	11.774283092651812	9.407252798895744	52.53395180846934	5.74817756217661	1.868994688842663
W77	3.2653061224489797	16	11.924755924762383	9.535675880517328	53.14796655112232	5.82305173066186	1.9070894536812508
W78	3.2653061224489797	16	12.075249024334845	9.664096073105034	53.76196373037831	5.897936247879249	1.9451865574155949
W79	3.2653061224489797	16	12.225710259085266	9.792513024666203	54.375993222172994	5.97283238297334	1.9832857959304655
W80	3.2653061224489797	16	12.376192949784182	9.920927340035885	54.99000387219957	6.047738035104236	2.0213872181700956
W81	3.2653061224489797	16	12.526646777818161	10.049338682497169	55.60404385025709	6.122654440304927	2.0594906353999693
W82	3.2653061224489797	16	12.677101290206942	10.177747414938137	56.218084775571555	6.197580313946077	2.097596045903116
W83	3.2653061224489797	16	12.827546794795301	10.306153645333127	56.832135888788244	6.272515535107234	2.13570336300929
W84	3.2653061224489797	16	12.97798956659038	10.434557341409779	57.44619112144506	6.347459770061807	2.173812534899164
W85	3.2653061224489797	16	13.128406482419308	10.56295850945191	58.060272609446244	6.422413331927952	2.2119234529780467
W86	3.2653061224489797	16	13.278859892164482	10.691357770900707	58.67432048218538	6.497373956097473	2.2500361922286274
W87	3.2653061224489797	16	13.429261477563147	10.819754463404246	59.28841943852682	6.572344151290898	2.2881505103119095
W88	3.2653061224489797	16	13.57970315670183	10.948149556795153	59.902481227645396	6.647320632494142	2.3262665479825135
W89	3.2653061224489797	16	13.73009037523214	11.076541989080528	60.51659656402032	6.722306475828625	2.3643840551134767
W90	3.2653061224489797	16	13.880484403432948	11.204932670411095	61.13070660314739	6.797299176463476	2.4025031133570605
W91	3.2653061224489797	16	14.030900476165453	11.333321659613944	61.74479666677221	6.872298160141566	2.4406237032555103
W92	3.2653061224489797	16	14.181262531078099	11.461708452714102	62.3589397637854	6.947305539534873	2.4787456304625723
W93	3.2653061224489797	16	14.331656399250196	11.590093709615303	62.9730534308969	7.0223185094945295	2.516869019435648
W94	3.2653061224489797	16	14.48209665720424	11.718478016300677	63.58712360436744	7.097336007794676	2.5549938582740404
W95	3.2653061224489797	16	14.632427144027277	11.84685939095004	64.20130031164543	7.172363486119047	2.593119802278552
W96	3.2653061224489797	16	14.782790846277164	11.975239599466567	64.81544613385395	7.247395739027305	2.6312470918426643
W97	3.2653061224489797	16	14.933170662058435	12.103618686588863	65.42957745668167	7.322432988260915	2.6693756573034992
W98	3.2653061224489797	16	15.083525696366765	12.231995870305159	66.04373357144897	7.39747684104361	2.7075053829165876
W99	3.2653061224489797	16	15.23389351507735	12.360371860671869	66.65787833496421	7.472525593908847	2.7456363069897125
W0	3.4693877551020407	17	0.2740300721901638	0.01758135290837787	6.262872177794527	0.24222117414158337	4.730258829957773e-12
W1	3.4693877551020407	17	0.3906028519038564	0.050476584848958846	6.88693878915985	0.3561333157398135	9.933920067962877e-12
W2	3.4693877551020407	17	0.5242176290361106	0.11266263299624664	7.497648001119533	0.44908921503380184	1.988560352182054e-11
W3	3.4693877551020407	17	0.6692674301928284	0.2037876833776441	8.099312211183882	0.5234107294979146	4.1306599346968655e-11
W4	3.4693877551020407	17	0.8211369705691329	0.31444536968146236	8.695831920894767	0.5861771574079093	1.106502359866085e-10
W5	3.4693877551020407	17	0.9764671694235505	0.43480751269891943	9.290154113369356	0.644110334585893	2.3516043808248185e-10
W6	3.4693877551020407	17	1.1333215631774054	0.5588639225905041	9.883943669560672	0.7011893823464517	5.536973460972419e-10
W7	3.4693877551020407	17	1.2906123661486868	0.6837858426197289	10.478074229306479	0.7591974629444993	1.4088987166805271e-09
W8	3.4693877551020407	17	1.4478067542866746	0.8084416162813913	11.072915177688689	0.8187401933873539	3.6627968023367203e-09
W9	3.4693877551020407	17	1.6046067062486107	0.9324541482173583	11.668633657759946	0.8799060935989613	8.64360406392742e-09
W10	3.4693877551020407	17	1.7609878078262373	1.0557578249584756	12.265166329537891	0.9425775305424089	2.5196959655845204e-08
W11	3.4693877551020407	17	1.9168127537822728	1.1783956650858738	12.862566779977064	1.006586065506927	6.15542589183918e-08
W12	3.4693877551020407	17	2.0721885486339287	1.3004512286216163	13.460681525704537	1.0717490731167736	1.6476975310461102e-07
W13	3.4693877551020407	17	2.2270724244998594	1.4220077793162262	14.05950289235686	1.1379075726385723	4.208766374981793e-07
W14	3.4693877551020407	17	2.3814970412684677	1.5431428173562562	14.658964103450636	1.2049208456892169	1.0410166444401089e-06
W15	3.4693877551020407	17	2.535586479875562	1.6639245600509518	15.258921320713865	1.2726663423786524	2.7324642203389444e-06
W16	3.4693877551020407	17	2.6892720571728854	1.7844080476529804	15.859412592389702	1.3410471266431785	6.820625507370276e-06
W17	3.4693877551020407	17	2.842653347930668	1.9046424617022253	16.460326805952736	1.409976029108945	1.7205066873204818e-05
W18	3.4693877551020407	17	2.9957014907116406	2.0246693328574144	17.061675132153987	1.4793830081341506	4.2384753774177346e-05
W19	3.4693877551020407	17	3.148512934275792	2.144530151212921	17.66335962833338	1.5492039133808642	0.00010454077792397736
W20	3.4693877551020407	17	3.30116617290435	2.26427144846612	18.265307978138356	1.6193826431032456	0.000256693756976873
W21	3.4693877551020407	17	3.453549745081387	2.3839492779877927	18.86763968578443	1.689877237142484	0.0006094453311446225
W22	3.4693877551020407	17	3.6057439044857285	2.5036568793466496	19.47033099010791	1.7606448059856794	0.0014063542859553452
W23	3.4693877551020407	17	3.75771475037794	2.623546211451194	20.073522844787682	1.8316540048278473	0.0031263951513754184
W24	3.4693877551020407	17	3.9095932896026646	2.74386791657887	20.677299346559153	1.902880641672737	0.006638733737281862
W25	3.4693877551020407	17	4.061534750492862	2.8649816498910283	21.281834470380687	1.9743171433122602	0.013272079936628458
W26	3.4693877551020407	17	4.213418469629513	2.9872877820873414	21.887616142013044	2.045984081598294	0.024587994322291796
W27	3.4693877551020407	17	4.365258598023664	3.111107935271427	22.49493538009193	2.1179000421863217	0.04185826889340314
W28	3.4693877551020407	17	4.517262564208918	3.236523015297813	23.103663528437675	2.190058830023266	0.06538338726028578
W29	3.4693877551020407	17	4.669260774107319	3.363313662079728	23.71373727501877	2.2624429949611398	0.09428715316631162
W30	3.4693877551020407	17	4.821259971222748	3.4910995472449917	24.32477541877141	2.335016018004798	0.12706102298556074
